"","Venue","Season","Date","Year","Month","Opp","W/L","HomeScore","AwayScore","HomeFGmade","HomeFGattempted","HomeFGpct","Home3ptmade","Home3ptattempted","Home3ptpct","HomeFreeThrowsMade","HomeFreeThrowsAttempted","HomeFreeThrowPct","HomeOffensiveRebounds","HomeTotalRebounds","HomeAssists","HomeSteals","HomeBlocks","HomeTurnovers","HomeFouls","AwayFGmade","AwayFGattempted","AwayFGpct","Away3ptmade","Away3ptattempted","Away3ptpct","AwayFreeThrowsMade","AwayFreeThrowsAttempted","AwayFreeThrowPct","AwayOffensiveRebounds","AwayTotalRebounds","AwayAssists","AwaySteals","AwayBlocks","AwayTurnovers","AwayFouls"
"26","ILL","2022","2023-01-31","2023","01","Nebraska","1",72,56,25,60,0.417,5,29,0.172,17,22,0.773,9,35,14,9,4,12,14,20,50,0.4,8,20,0.4,8,10,0.8,3,27,9,5,2,19,20
"27","ILL","2022","2023-02-20","2023","02","Minnesota","1",78,69,27,56,0.482,10,26,0.385,14,26,0.538,10,37,8,4,2,8,18,27,57,0.474,6,17,0.353,9,15,0.6,6,32,14,5,1,8,19
"28","ILL","2022","2023-02-11","2023","02","Rutgers","1",69,60,27,56,0.482,5,20,0.25,10,15,0.667,10,37,9,3,7,16,11,24,69,0.348,4,16,0.25,8,12,0.667,12,31,7,9,6,8,14
"29","ILL","2022","2023-02-23","2023","02","Northwestern","1",66,62,22,50,0.44,7,24,0.292,15,21,0.714,8,36,6,6,6,16,16,22,63,0.349,9,21,0.429,9,12,0.75,10,29,7,11,2,10,18
"30","ILL","2022","2023-03-02","2023","03","Michigan","1",91,87,30,72,0.417,5,18,0.278,26,34,0.765,12,43,9,9,4,7,19,31,70,0.443,8,21,0.381,17,24,0.708,9,45,8,1,7,12,25
"31","IOWA","2020","2020-12-22","2020","12","Purdue","1",70,55,24,56,0.429,12,34,0.353,10,14,0.714,9,34,21,6,4,11,10,23,58,0.397,8,25,0.32,1,3,0.333,8,32,17,6,3,14,16
"32","IOWA","2020","2020-12-29","2020","12","Northwestern","1",87,72,28,58,0.483,11,26,0.423,20,25,0.8,7,32,17,6,2,9,12,26,59,0.441,11,25,0.44,9,12,0.75,8,30,15,5,2,11,17
"33","IOWA","2020","2021-01-10","2021","01","Minnesota","1",86,71,31,56,0.554,9,14,0.643,15,21,0.714,4,39,27,3,2,10,15,25,71,0.352,10,34,0.294,11,16,0.688,11,34,15,7,2,7,17
"34","IOWA","2020","2021-01-21","2021","01","Indiana","0",69,81,24,63,0.381,5,23,0.217,16,21,0.762,16,45,14,5,3,10,25,26,53,0.491,8,17,0.471,21,35,0.6,7,28,15,6,4,8,20
"35","IOWA","2020","2021-02-02","2021","02","Michigan State","1",84,78,28,56,0.5,5,17,0.294,23,35,0.657,13,38,16,3,5,4,17,28,70,0.4,12,29,0.414,10,15,0.667,19,37,16,3,4,8,28
"36","IOWA","2020","2021-02-04","2021","02","Ohio State","0",85,89,30,68,0.441,14,32,0.438,11,17,0.647,11,35,20,4,0,6,13,31,65,0.477,14,32,0.438,13,19,0.684,11,42,20,4,4,6,19
"37","IOWA","2020","2021-02-10","2021","02","Rutgers","1",79,66,26,60,0.433,11,23,0.478,16,20,0.8,12,38,20,6,5,9,13,28,64,0.438,6,28,0.214,4,6,0.667,10,29,18,6,4,9,20
"38","IOWA","2020","2021-02-21","2021","02","Penn State","1",74,68,26,58,0.448,10,25,0.4,12,22,0.545,9,41,19,5,3,15,15,22,62,0.355,11,33,0.333,13,17,0.765,7,34,13,10,2,10,20
"39","IOWA","2020","2021-03-04","2021","03","Nebraska","1",102,64,38,74,0.514,16,43,0.372,10,16,0.625,8,44,25,12,7,8,10,22,65,0.338,12,36,0.333,8,10,0.8,8,36,14,3,2,20,11
"40","IOWA","2020","2021-03-07","2021","03","Wisconsin","1",77,73,28,55,0.509,7,23,0.304,14,20,0.7,8,34,17,2,7,9,12,28,60,0.467,9,24,0.375,8,8,1,2,23,16,7,2,6,21
"41","IOWA","2021","2021-12-06","2021","12","Illinois","0",83,87,31,69,0.449,8,22,0.364,13,19,0.684,9,20,16,9,5,4,21,26,59,0.441,11,25,0.44,24,28,0.857,16,47,16,4,0,14,19
"42","IOWA","2021","2022-01-03","2022","01","Maryland","1",80,75,30,61,0.492,8,20,0.4,12,19,0.632,10,32,17,6,4,7,15,28,61,0.459,9,25,0.36,10,17,0.588,12,36,11,6,1,9,20
"43","IOWA","2021","2022-01-13","2022","01","Indiana","1",83,74,28,63,0.444,6,18,0.333,21,25,0.84,13,31,9,15,7,10,21,27,53,0.509,7,22,0.318,13,21,0.619,10,27,17,4,5,23,21
"44","IOWA","2021","2022-01-22","2022","01","Penn State","1",68,51,22,54,0.407,10,32,0.313,14,18,0.778,9,31,15,9,5,8,13,17,51,0.333,7,25,0.28,10,13,0.769,7,28,10,4,1,14,18
"45","IOWA","2021","2022-01-27","2022","01","Purdue","0",73,83,24,64,0.375,8,27,0.296,17,18,0.944,12,28,10,8,2,8,20,30,49,0.612,13,22,0.591,10,22,0.455,6,32,21,7,2,13,17
"46","IOWA","2021","2022-02-06","2022","02","Minnesota","1",71,59,29,65,0.446,9,23,0.391,4,9,0.444,8,36,12,7,6,5,10,22,61,0.361,9,23,0.391,6,9,0.667,8,35,9,4,4,9,9
"47","IOWA","2021","2022-02-13","2022","02","Nebraska","1",98,75,39,76,0.513,10,28,0.357,10,12,0.833,9,39,19,10,4,8,16,27,62,0.435,7,25,0.28,14,16,0.875,5,33,18,5,2,15,15
"48","IOWA","2021","2022-02-17","2022","02","Michigan","0",79,84,31,70,0.443,4,18,0.222,13,20,0.65,12,34,16,3,5,11,18,31,62,0.5,4,20,0.2,18,23,0.783,8,35,21,7,4,11,17
"49","IOWA","2021","2022-02-22","2022","02","Michigan State","1",86,60,28,65,0.431,12,28,0.429,18,20,0.9,8,40,15,6,4,8,12,25,71,0.352,8,26,0.308,2,4,0.5,12,38,18,5,3,12,16
"50","IOWA","2021","2022-02-28","2022","02","Northwestern","1",82,61,27,69,0.391,13,35,0.371,15,21,0.714,16,46,16,10,3,9,18,21,56,0.375,8,25,0.32,11,18,0.611,6,30,13,7,5,15,20
"51","IOWA","2022","2022-12-11","2022","12","Wisconsin","0",75,78,27,64,0.422,7,27,0.259,14,17,0.824,9,40,18,8,2,15,16,33,65,0.508,6,22,0.273,6,11,0.545,4,33,17,12,1,11,18
"52","IOWA","2022","2023-01-05","2023","01","Indiana","1",91,89,31,65,0.477,7,19,0.368,22,25,0.88,13,35,16,7,3,11,18,32,59,0.542,8,15,0.533,17,26,0.654,9,31,21,6,7,13,23
"53","IOWA","2022","2023-01-12","2023","01","Michigan","1",93,84,32,71,0.451,12,30,0.4,17,22,0.773,11,37,18,4,6,6,13,33,67,0.493,14,31,0.452,4,6,0.667,9,34,18,4,5,11,18
"54","IOWA","2022","2023-01-15","2023","01","Maryland","1",81,67,33,55,0.6,6,14,0.429,9,13,0.692,6,26,19,7,6,9,15,28,59,0.475,5,16,0.313,6,9,0.667,8,25,8,5,0,12,14
"55","IOWA","2022","2023-01-31","2023","01","Northwestern","1",86,70,29,52,0.558,10,21,0.476,18,22,0.818,5,28,17,3,4,11,14,27,58,0.466,4,17,0.235,12,14,0.857,8,23,11,7,4,8,16
"56","IOWA","2022","2023-01-29","2023","01","Rutgers","1",93,82,26,60,0.433,12,24,0.5,29,34,0.853,11,33,14,7,6,12,14,33,65,0.508,6,15,0.4,10,14,0.714,10,36,23,6,5,18,25
"57","IOWA","2022","2023-02-04","2023","02","Illinois","1",81,79,24,53,0.453,7,19,0.368,26,30,0.867,7,23,12,7,2,6,21,27,55,0.491,7,22,0.318,18,23,0.783,13,37,12,4,5,14,22
"58","IOWA","2022","2023-02-16","2023","02","Ohio State","1",92,75,37,65,0.569,10,27,0.37,8,11,0.727,9,26,23,7,3,7,10,28,49,0.571,8,15,0.533,11,11,1,2,20,11,3,3,14,15
"59","IOWA","2022","2023-02-25","2023","02","Michigan State","1",112,106,38,75,0.507,17,36,0.472,19,25,0.76,13,32,25,10,1,9,23,32,54,0.593,11,15,0.733,31,36,0.861,3,26,21,3,1,15,22
"60","IOWA","2022","2023-03-05","2023","03","Nebraska","0",77,81,27,74,0.365,12,37,0.324,11,17,0.647,18,36,18,12,0,6,13,31,53,0.585,14,26,0.538,5,8,0.625,6,36,19,1,3,15,17
"61","IU","2020","2020-12-23","2020","12","Northwestern","0",67,74,25,52,0.481,7,18,0.389,10,16,0.625,8,26,11,7,2,16,14,28,50,0.56,7,19,0.368,11,13,0.846,4,24,13,10,1,15,17
"62","IU","2020","2020-12-30","2020","12","Penn State","1",87,85,32,56,0.571,6,19,0.316,17,21,0.81,4,25,15,5,8,12,18,31,65,0.477,12,28,0.429,11,15,0.733,8,28,13,7,2,14,20
"63","IU","2020","2021-01-04","2021","01","Maryland","1",63,55,22,59,0.373,4,22,0.182,15,18,0.833,10,37,10,4,3,9,13,20,52,0.385,7,25,0.28,8,15,0.533,6,32,8,4,2,10,18
"64","IU","2020","2021-01-14","2021","01","Purdue","0",69,81,25,57,0.439,3,18,0.167,16,29,0.552,8,30,14,8,2,8,27,25,47,0.532,11,17,0.647,20,31,0.645,6,36,15,3,1,14,24
"65","IU","2020","2021-01-24","2021","01","Rutgers","0",70,74,24,56,0.429,10,16,0.625,12,17,0.706,5,25,14,6,2,11,13,27,53,0.509,8,22,0.364,12,17,0.706,5,30,15,8,7,8,16
"66","IU","2020","2021-02-02","2021","02","Illinois","0",71,75,22,54,0.407,4,8,0.5,23,34,0.676,9,34,12,6,4,13,28,22,57,0.386,7,19,0.368,24,32,0.75,11,35,10,7,3,10,26
"67","IU","2020","2021-02-07","2021","02","Iowa","1",67,65,23,64,0.359,6,23,0.261,15,24,0.625,12,39,15,8,5,9,19,19,51,0.373,8,21,0.381,19,22,0.864,6,36,5,5,5,10,20
"68","IU","2020","2021-02-17","2021","02","Minnesota","1",82,72,26,45,0.578,7,12,0.583,23,30,0.767,9,31,15,2,1,16,23,24,60,0.4,4,20,0.2,20,29,0.69,13,23,6,8,4,7,23
"69","IU","2020","2021-02-20","2021","02","Michigan State","0",71,78,25,57,0.439,4,19,0.211,17,24,0.708,9,28,14,10,3,10,16,29,59,0.492,7,17,0.412,13,15,0.867,11,31,12,4,4,14,20
"70","IU","2020","2021-02-27","2021","02","Michigan","0",57,73,20,52,0.385,4,15,0.267,13,17,0.765,7,26,8,4,3,11,15,24,53,0.453,8,21,0.381,17,19,0.895,7,34,8,8,3,11,15
"71","IU","2021","2021-12-04","2021","12","Nebraska","1",68,55,23,57,0.404,8,22,0.364,14,17,0.824,8,39,10,7,5,14,12,23,61,0.377,5,22,0.227,4,5,0.8,4,30,9,9,1,14,18
"72","IU","2021","2022-01-06","2022","01","Ohio State","1",67,51,25,61,0.41,2,15,0.133,15,18,0.833,11,40,14,7,6,9,13,16,52,0.308,8,27,0.296,11,12,0.917,5,32,12,7,3,14,13
"73","IU","2021","2022-01-09","2022","01","Minnesota","1",73,60,27,56,0.482,9,24,0.375,10,15,0.667,6,37,17,3,4,6,15,23,60,0.383,5,25,0.2,9,12,0.75,3,30,6,5,2,5,17
"74","IU","2021","2022-01-20","2022","01","Purdue","1",68,65,24,56,0.429,6,20,0.3,14,24,0.583,3,26,6,9,4,2,16,25,54,0.463,8,23,0.348,7,17,0.412,5,34,12,0,2,12,18
"75","IU","2021","2022-01-23","2022","01","Michigan","0",62,80,24,61,0.393,5,19,0.263,9,13,0.692,6,23,15,8,6,8,14,29,51,0.569,11,17,0.647,11,14,0.786,5,34,18,4,3,13,16
"76","IU","2021","2022-01-26","2022","01","Penn State","1",74,57,26,51,0.51,10,13,0.769,12,15,0.8,7,26,15,8,10,8,11,20,60,0.333,9,26,0.346,8,9,0.889,13,31,10,5,0,12,16
"77","IU","2021","2022-02-05","2022","02","Illinois","0",57,74,20,56,0.357,3,13,0.231,14,18,0.778,8,28,11,4,3,10,20,23,48,0.479,10,23,0.435,18,26,0.692,3,29,13,5,5,8,17
"78","IU","2021","2022-02-15","2022","02","Wisconsin","0",69,74,25,61,0.41,5,18,0.278,14,18,0.778,7,29,14,3,4,12,25,24,52,0.462,4,16,0.25,22,29,0.759,6,34,8,4,2,13,16
"79","IU","2021","2022-02-24","2022","02","Maryland","1",74,64,28,47,0.596,5,13,0.385,13,18,0.722,2,25,15,5,2,10,12,23,53,0.434,10,25,0.4,8,11,0.727,4,21,7,7,1,14,16
"80","IU","2021","2022-03-02","2022","03","Rutgers","0",63,66,23,56,0.411,6,21,0.286,11,14,0.786,7,27,9,7,4,9,16,24,51,0.471,8,18,0.444,10,16,0.625,7,31,10,6,4,13,14
"81","IU","2022","2022-12-07","2022","12","Nebraska","1",81,65,32,60,0.533,11,25,0.44,6,8,0.75,5,31,22,8,6,15,15,24,56,0.429,6,23,0.261,11,14,0.786,4,24,10,6,1,12,11
"82","IU","2022","2023-01-08","2023","01","Northwestern","0",83,84,32,62,0.516,9,18,0.5,10,14,0.714,10,38,14,2,5,16,21,29,63,0.46,7,19,0.368,19,28,0.679,9,32,15,14,5,7,19
"83","IU","2022","2023-01-14","2023","01","Wisconsin","1",63,45,29,62,0.468,1,8,0.125,4,5,0.8,8,40,10,4,6,8,16,18,56,0.321,5,24,0.208,4,11,0.364,7,30,6,4,0,8,11
"84","IU","2022","2023-01-22","2023","01","Michigan State","1",82,69,26,55,0.473,9,15,0.6,21,24,0.875,8,31,13,4,6,9,21,23,53,0.434,4,14,0.286,19,28,0.679,6,26,6,5,1,9,20
"85","IU","2022","2023-01-28","2023","01","Ohio State","1",86,70,32,64,0.5,10,20,0.5,12,17,0.706,12,35,17,5,3,8,19,26,59,0.441,5,19,0.263,13,19,0.684,10,29,9,5,2,7,18
"86","IU","2022","2023-02-04","2023","02","Purdue","1",79,74,30,57,0.526,4,10,0.4,15,18,0.833,8,21,11,11,5,7,19,29,57,0.509,6,18,0.333,10,17,0.588,15,36,15,4,3,16,16
"87","IU","2022","2023-02-07","2023","02","Rutgers","1",66,60,22,48,0.458,5,12,0.417,17,24,0.708,8,32,15,5,2,14,13,23,58,0.397,8,25,0.32,6,10,0.6,11,31,11,8,1,9,17
"88","IU","2022","2023-02-18","2023","02","Illinois","1",71,68,29,66,0.439,5,11,0.455,8,13,0.615,13,35,15,8,7,13,17,24,61,0.393,6,20,0.3,14,18,0.778,12,36,9,9,9,11,16
"89","IU","2022","2023-02-28","2023","02","Iowa","0",68,90,25,58,0.431,2,11,0.182,16,20,0.8,6,27,11,8,1,9,19,30,54,0.556,13,23,0.565,17,25,0.68,9,37,19,1,4,10,16
"90","IU","2022","2023-03-05","2023","03","Michigan","1",75,73,28,62,0.452,5,15,0.333,14,21,0.667,6,33,11,10,4,8,19,26,63,0.413,9,26,0.346,12,19,0.632,12,41,11,5,6,12,18
"91","MARY","2020","2020-12-14","2020","12","Rutgers","0",60,74,21,61,0.344,4,20,0.2,14,18,0.778,11,36,10,4,4,9,16,29,60,0.483,9,19,0.474,7,16,0.438,7,35,18,5,5,8,18
"92","MARY","2020","2020-12-31","2020","12","Michigan","0",73,84,28,58,0.483,13,22,0.591,4,6,0.667,6,21,14,4,2,10,13,30,51,0.588,6,19,0.316,18,20,0.9,5,29,15,5,6,12,10
"93","MARY","2020","2021-01-07","2021","01","Iowa","0",67,89,26,60,0.433,12,35,0.343,3,6,0.5,4,28,18,4,1,16,10,36,67,0.537,13,26,0.5,4,6,0.667,6,37,22,9,2,11,10
"94","MARY","2020","2021-01-27","2021","01","Wisconsin","0",55,61,19,53,0.358,9,30,0.3,8,9,0.889,3,26,12,6,3,9,13,22,56,0.393,10,26,0.385,7,7,1,7,36,11,4,2,12,15
"95","MARY","2020","2021-02-02","2021","02","Purdue","1",61,60,21,46,0.457,9,25,0.36,10,15,0.667,3,20,13,10,2,10,15,22,50,0.44,4,17,0.235,12,15,0.8,10,32,9,3,1,14,15
"96","MARY","2020","2021-02-08","2021","02","Ohio State","0",65,73,22,55,0.4,5,19,0.263,16,18,0.889,5,31,11,5,2,12,14,25,56,0.446,10,26,0.385,13,15,0.867,4,27,15,7,5,10,20
"97","MARY","2020","2021-02-14","2021","02","Minnesota","1",72,59,27,51,0.529,10,20,0.5,8,11,0.727,6,34,16,1,3,10,16,19,59,0.322,8,28,0.286,13,18,0.722,12,31,7,6,4,6,15
"98","MARY","2020","2021-02-16","2021","02","Nebraska","1",64,50,23,53,0.434,9,29,0.31,9,10,0.9,6,42,9,5,3,17,13,18,54,0.333,8,28,0.286,6,12,0.5,2,26,8,13,2,11,16
"99","MARY","2020","2021-02-17","2021","02","Nebraska","1",79,71,29,61,0.475,13,33,0.394,8,12,0.667,7,30,18,8,4,4,9,24,56,0.429,13,28,0.464,10,12,0.833,4,30,12,2,2,11,16
"100","MARY","2020","2021-02-28","2021","02","Michigan State","1",73,55,21,43,0.488,8,16,0.5,23,24,0.958,2,30,13,3,4,7,16,19,57,0.333,8,28,0.286,9,15,0.6,13,33,13,2,3,8,19
"101","MARY","2020","2021-03-07","2021","03","Penn State","0",61,66,23,48,0.479,8,21,0.381,7,13,0.538,1,30,12,5,4,13,19,19,56,0.339,9,26,0.346,19,24,0.792,10,38,10,9,0,9,16
"102","MARY","2021","2021-12-05","2021","12","Northwestern","0",61,67,17,59,0.288,10,23,0.435,17,22,0.773,7,38,12,5,2,14,16,27,63,0.429,6,18,0.333,7,9,0.778,4,40,13,6,2,11,21
"103","MARY","2021","2022-01-09","2022","01","Wisconsin","0",69,70,25,55,0.455,7,17,0.412,12,15,0.8,2,29,10,4,3,10,19,25,56,0.446,5,20,0.25,15,18,0.833,4,28,11,4,5,7,19
"104","MARY","2021","2022-01-15","2022","01","Rutgers","0",59,70,18,54,0.333,6,25,0.24,17,19,0.895,10,32,9,8,4,13,14,27,56,0.482,10,22,0.455,6,9,0.667,9,32,16,6,8,15,19
"105","MARY","2021","2022-01-21","2022","01","Illinois","1",81,65,28,53,0.528,4,11,0.364,21,25,0.84,7,29,9,9,2,10,10,23,59,0.39,11,35,0.314,8,10,0.8,10,28,16,7,2,12,18
"106","MARY","2021","2022-01-29","2022","01","Indiana","0",55,68,16,56,0.286,6,27,0.222,17,18,0.944,7,36,11,4,0,12,16,26,60,0.433,6,20,0.3,10,14,0.714,8,39,17,6,6,10,19
"107","MARY","2021","2022-02-01","2022","02","Michigan State","0",63,65,21,49,0.429,4,17,0.235,17,20,0.85,7,27,9,6,4,12,14,22,54,0.407,7,19,0.368,14,15,0.933,8,23,10,9,2,11,20
"108","MARY","2021","2022-02-10","2022","02","Iowa","0",87,110,31,65,0.477,14,26,0.538,11,13,0.846,11,28,14,6,2,12,16,39,65,0.6,19,34,0.559,13,21,0.619,11,36,22,8,3,8,13
"109","MARY","2021","2022-02-21","2022","02","Penn State","1",67,61,23,50,0.46,6,20,0.3,15,19,0.789,4,24,7,11,2,9,11,25,53,0.472,8,19,0.421,3,5,0.6,7,31,9,7,2,13,16
"110","MARY","2021","2022-02-27","2022","02","Ohio State","1",75,60,26,56,0.464,9,21,0.429,14,18,0.778,10,36,10,8,2,8,15,21,58,0.362,8,28,0.286,10,11,0.909,11,30,6,2,5,11,20
"111","MARY","2021","2022-03-02","2022","03","Minnesota","1",84,73,31,60,0.517,6,19,0.316,16,19,0.842,11,39,12,7,3,9,14,26,66,0.394,11,28,0.393,10,12,0.833,10,27,7,4,2,7,16
"112","MARY","2022","2022-12-02","2022","12","Illinois","1",71,66,24,54,0.444,9,23,0.391,14,18,0.778,8,27,9,3,3,10,13,27,61,0.443,5,20,0.25,7,8,0.875,13,32,8,5,7,12,18
"113","MARY","2022","2023-01-08","2023","01","Ohio State","1",80,73,24,52,0.462,5,13,0.385,27,33,0.818,13,39,7,4,2,12,17,24,55,0.436,9,19,0.474,16,19,0.842,7,26,8,7,3,12,28
"114","MARY","2022","2023-01-19","2023","01","Michigan","1",64,58,24,58,0.414,3,15,0.2,13,17,0.765,14,32,7,7,2,6,12,23,55,0.418,8,28,0.286,4,8,0.5,12,33,10,2,5,12,18
"115","MARY","2022","2023-01-25","2023","01","Wisconsin","1",73,55,28,50,0.56,6,14,0.429,11,14,0.786,7,31,15,5,5,8,10,21,53,0.396,7,17,0.412,6,7,0.857,4,18,11,2,2,7,14
"116","MARY","2022","2023-01-28","2023","01","Nebraska","1",82,63,25,56,0.446,8,23,0.348,24,26,0.923,10,30,16,8,4,10,16,24,45,0.533,6,14,0.429,9,15,0.6,2,23,15,3,1,15,18
"117","MARY","2022","2023-01-31","2023","01","Indiana","1",66,55,18,53,0.34,5,22,0.227,25,29,0.862,10,31,7,6,5,5,12,21,56,0.375,3,11,0.273,10,12,0.833,10,36,11,2,3,11,20
"118","MARY","2022","2023-02-11","2023","02","Penn State","1",74,68,25,47,0.532,6,16,0.375,18,23,0.783,4,26,12,5,4,9,12,27,53,0.509,12,26,0.462,2,4,0.5,2,20,10,4,6,11,19
"119","MARY","2022","2023-02-16","2023","02","Purdue","1",68,54,25,53,0.472,5,11,0.455,13,16,0.813,8,31,14,5,2,8,12,22,50,0.44,2,13,0.154,8,10,0.8,3,22,11,4,5,7,17
"120","MARY","2022","2023-02-22","2023","02","Minnesota","1",88,70,32,47,0.681,7,13,0.538,17,26,0.654,6,29,10,5,5,9,16,26,54,0.481,7,10,0.7,11,16,0.688,8,21,16,5,1,11,19
"121","MARY","2022","2023-02-26","2023","02","Northwestern","1",75,59,28,52,0.538,14,22,0.636,5,8,0.625,7,28,17,2,4,6,8,24,53,0.453,5,19,0.263,6,7,0.857,8,25,9,2,2,7,12
"122","MICHST","2020","2020-12-25","2020","12","Wisconsin","0",76,85,27,57,0.474,8,11,0.727,14,16,0.875,9,29,23,2,0,14,26,27,51,0.529,8,19,0.421,23,30,0.767,3,26,18,7,4,6,16
"123","MICHST","2020","2021-01-05","2021","01","Rutgers","1",68,45,23,49,0.469,6,14,0.429,16,19,0.842,8,43,16,5,8,15,15,18,59,0.305,3,12,0.25,6,17,0.353,6,21,10,13,4,6,16
"124","MICHST","2020","2021-01-08","2021","01","Purdue","0",54,55,16,41,0.39,3,13,0.231,19,25,0.76,6,30,12,4,9,14,22,19,56,0.339,3,24,0.125,14,19,0.737,11,31,9,2,3,11,21
"125","MICHST","2020","2021-02-06","2021","02","Nebraska","1",66,56,23,59,0.39,6,23,0.261,14,16,0.875,8,43,16,7,7,20,24,21,58,0.362,3,17,0.176,11,24,0.458,6,29,11,12,6,17,17
"126","MICHST","2020","2021-02-09","2021","02","Penn State","1",60,58,23,55,0.418,4,15,0.267,10,15,0.667,9,35,15,5,3,9,15,20,58,0.345,5,23,0.217,13,15,0.867,7,30,12,5,1,9,16
"127","MICHST","2020","2021-02-13","2021","02","Iowa","0",58,88,22,62,0.355,6,21,0.286,8,16,0.5,10,34,18,3,2,7,19,32,65,0.492,13,25,0.52,11,19,0.579,9,44,24,4,5,4,18
"128","MICHST","2020","2021-02-23","2021","02","Illinois","1",81,72,32,59,0.542,4,8,0.5,13,20,0.65,8,34,18,7,9,8,24,24,60,0.4,5,17,0.294,19,34,0.559,16,40,14,4,2,11,19
"129","MICHST","2020","2021-02-25","2021","02","Ohio State","1",71,67,24,50,0.48,4,15,0.267,19,25,0.76,6,30,19,4,5,15,21,23,52,0.442,4,14,0.286,17,23,0.739,7,26,14,9,2,9,19
"130","MICHST","2020","2021-03-02","2021","03","Indiana","1",64,58,20,53,0.377,4,17,0.235,20,30,0.667,13,43,11,5,10,9,21,18,55,0.327,2,20,0.1,20,29,0.69,10,36,9,6,3,8,24
"131","MICHST","2020","2021-03-07","2021","03","Michigan","1",70,64,24,54,0.444,4,11,0.364,18,23,0.783,8,36,12,5,2,8,18,25,60,0.417,7,22,0.318,7,11,0.636,9,30,17,2,2,8,15
"132","MICHST","2021","2021-12-11","2021","12","Penn State","1",80,64,31,59,0.525,9,21,0.429,9,13,0.692,8,36,21,4,7,11,8,27,63,0.429,5,20,0.25,5,7,0.714,6,28,14,6,2,7,15
"133","MICHST","2021","2022-01-05","2022","01","Nebraska","1",79,67,29,56,0.518,8,17,0.471,13,19,0.684,9,37,18,13,5,19,12,27,60,0.45,7,23,0.304,6,11,0.545,4,25,15,12,1,15,15
"134","MICHST","2021","2022-01-12","2022","01","Minnesota","1",71,69,27,52,0.519,6,14,0.429,11,13,0.846,5,31,18,4,7,13,16,27,62,0.435,6,18,0.333,9,14,0.643,12,30,11,4,5,8,14
"135","MICHST","2021","2022-01-15","2022","01","Northwestern","0",62,64,22,51,0.431,6,21,0.286,12,14,0.857,6,28,17,3,9,16,18,23,66,0.348,8,26,0.308,10,17,0.588,15,36,14,10,2,9,17
"136","MICHST","2021","2022-01-29","2022","01","Michigan","1",83,67,31,56,0.554,9,18,0.5,12,15,0.8,6,32,18,9,6,13,23,23,62,0.371,3,19,0.158,18,25,0.72,12,31,11,7,5,13,16
"137","MICHST","2021","2022-02-08","2022","02","Wisconsin","0",62,70,22,53,0.415,3,14,0.214,15,18,0.833,5,28,15,5,1,12,20,25,53,0.472,6,18,0.333,14,22,0.636,4,29,12,6,3,7,17
"138","MICHST","2021","2022-02-12","2022","02","Indiana","1",76,61,22,51,0.431,7,20,0.35,25,28,0.893,8,39,12,5,2,14,24,20,59,0.339,5,21,0.238,16,27,0.593,10,32,14,6,3,11,20
"139","MICHST","2021","2022-02-19","2022","02","Illinois","0",74,79,29,62,0.468,8,21,0.381,8,12,0.667,9,32,18,5,4,11,20,27,60,0.45,8,27,0.296,17,23,0.739,11,33,17,6,1,8,17
"140","MICHST","2021","2022-02-26","2022","02","Purdue","1",68,65,27,57,0.474,9,20,0.45,5,10,0.5,5,22,20,7,3,9,17,25,48,0.521,1,9,0.111,14,19,0.737,4,26,12,3,4,16,15
